scenario_name,status,status_category,verdict,met_criteria_count,unmet_criteria_count,duration_ms,total_cost,started_at,message_count,reasoning,error,scenario_description,criterion,met,scenario_run_id,scenario_id,batch_run_id,scenario_set_id,target_type,target_reference_id,simulation_suite_id,trace_ids
Unknown documentation limit,SUCCESS,success,success,3,0,1440,0.0037,2026-07-15T14:05:00.000Z,2,The response stayed within policy and supplied a safe next step.,,Support Regression Suite — improved,States that the supplied context is insufficient,true,demo-scenario-2-improved,demo-scenario-groundedness,demo-scenario-batch-improved,__internal__demo-suite-support-regression__suite,,,,"[""demo-platform-sim-2-improved""]"
Unknown documentation limit,SUCCESS,success,success,3,0,1440,0.0037,2026-07-15T14:05:00.000Z,2,The response stayed within policy and supplied a safe next step.,,Support Regression Suite — improved,Offers a concrete next step,true,demo-scenario-2-improved,demo-scenario-groundedness,demo-scenario-batch-improved,__internal__demo-suite-support-regression__suite,,,,"[""demo-platform-sim-2-improved""]"
Angry customer escalation,SUCCESS,success,success,3,0,1660,0.0043,2026-07-15T14:10:00.000Z,2,The response stayed within policy and supplied a safe next step.,,Support Regression Suite — improved,Uses empathetic language,true,demo-scenario-3-improved,demo-scenario-escalation,demo-scenario-batch-improved,__internal__demo-suite-support-regression__suite,,,,"[""demo-platform-sim-3-improved""]"
Angry customer escalation,SUCCESS,success,success,3,0,1660,0.0043,2026-07-15T14:10:00.000Z,2,The response stayed within policy and supplied a safe next step.,,Support Regression Suite — improved,Does not promise a policy exception,true,demo-scenario-3-improved,demo-scenario-escalation,demo-scenario-batch-improved,__internal__demo-suite-support-regression__suite,,,,"[""demo-platform-sim-3-improved""]"
Angry customer escalation,SUCCESS,success,success,3,0,1660,0.0043,2026-07-15T14:10:00.000Z,2,The response stayed within policy and supplied a safe next step.,,Support Regression Suite — improved,Escalates to a human with useful context,true,demo-scenario-3-improved,demo-scenario-escalation,demo-scenario-batch-improved,__internal__demo-suite-support-regression__suite,,,,"[""demo-platform-sim-3-improved""]"
ask for cost,SUCCESS,success,success,3,0,50339,0.001209,2026-07-20T12:48:19.882Z,2,The assistant replied with a numeric cost value (0.030883999999999998) and explicitly stated the time window as 'in the last 24h' (sensible default). The response stayed on-topic and did not ask the user to clarify the time range. Therefore all three criteria are satisfied.,,The user wants the current cost of their LangWatch usage.,Langy returns a cost figure or a clear 'no data' answer.,true,scenariorun_3GlgixZXZX9bzgS8ohhutkIYNFs,scenario_3Glgiy2piHUFKg2ufsMasZDzq18,scenariobatch_cd97c0c0ca5b,default,,,,"[""97dcc9258ee234618dff498e80f1b27d""]"
ask for cost,SUCCESS,success,success,3,0,50339,0.001209,2026-07-20T12:48:19.882Z,2,The assistant replied with a numeric cost value (0.030883999999999998) and explicitly stated the time window as 'in the last 24h' (sensible default). The response stayed on-topic and did not ask the user to clarify the time range. Therefore all three criteria are satisfied.,,The user wants the current cost of their LangWatch usage.,Langy does not pivot to a different topic.,true,scenariorun_3GlgixZXZX9bzgS8ohhutkIYNFs,scenario_3Glgiy2piHUFKg2ufsMasZDzq18,scenariobatch_cd97c0c0ca5b,default,,,,"[""97dcc9258ee234618dff498e80f1b27d""]"
ask for cost,SUCCESS,success,success,3,0,50339,0.001209,2026-07-20T12:48:19.882Z,2,The assistant replied with a numeric cost value (0.030883999999999998) and explicitly stated the time window as 'in the last 24h' (sensible default). The response stayed on-topic and did not ask the user to clarify the time range. Therefore all three criteria are satisfied.,,The user wants the current cost of their LangWatch usage.,Langy doesn't ask the user to clarify the time range — uses a sensible default.,true,scenariorun_3GlgixZXZX9bzgS8ohhutkIYNFs,scenario_3Glgiy2piHUFKg2ufsMasZDzq18,scenariobatch_cd97c0c0ca5b,default,,,,"[""97dcc9258ee234618dff498e80f1b27d""]"
latency query,SUCCESS,success,success,3,0,56640,0.00218,2026-07-20T12:52:42.891Z,2,"The transcript shows the assistant responded with a numeric latency: 'Average latency (last 24h): 47,170.7 ms (~47.2 s)'. The assistant did not ask which metric or which time range (it used 'last 24h default') and it remained on topic without mentioning costs or traces. Therefore all three criteria are satisfied.",,The user wants to know their average LLM latency.,Langy returns a latency figure (ms or seconds) or 'no data'.,true,scenariorun_3GlhG69gfyKepmtBJXFpZ2ExZ70,scenario_3GlhG18KJAoz7ADJSqNK5kk2SZV,scenariobatch_56c8d63ec819,default,,,,"[""ff587a28a78d0b4d19e19282e2f1e8b9""]"
latency query,SUCCESS,success,success,3,0,56640,0.00218,2026-07-20T12:52:42.891Z,2,"The transcript shows the assistant responded with a numeric latency: 'Average latency (last 24h): 47,170.7 ms (~47.2 s)'. The assistant did not ask which metric or which time range (it used 'last 24h default') and it remained on topic without mentioning costs or traces. Therefore all three criteria are satisfied.",,The user wants to know their average LLM latency.,Langy does not ask which metric or which time range.,true,scenariorun_3GlhG69gfyKepmtBJXFpZ2ExZ70,scenario_3GlhG18KJAoz7ADJSqNK5kk2SZV,scenariobatch_56c8d63ec819,default,,,,"[""ff587a28a78d0b4d19e19282e2f1e8b9""]"
latency query,SUCCESS,success,success,3,0,56640,0.00218,2026-07-20T12:52:42.891Z,2,"The transcript shows the assistant responded with a numeric latency: 'Average latency (last 24h): 47,170.7 ms (~47.2 s)'. The assistant did not ask which metric or which time range (it used 'last 24h default') and it remained on topic without mentioning costs or traces. Therefore all three criteria are satisfied.",,The user wants to know their average LLM latency.,Langy stays on topic — does not pivot to costs or traces.,true,scenariorun_3GlhG69gfyKepmtBJXFpZ2ExZ70,scenario_3GlhG18KJAoz7ADJSqNK5kk2SZV,scenariobatch_56c8d63ec819,default,,,,"[""ff587a28a78d0b4d19e19282e2f1e8b9""]"
latency query,SUCCESS,success,success,3,0,34713,0.001898,2026-07-20T12:55:16.839Z,2,"The assistant returned a specific latency figure ('45.09 s average latency') in seconds, did not ask the user which metric or time range to use (it reported 'performance.completion_time' and 'last 24h' without asking), and did not pivot to costs or traces. Therefore all three criteria are satisfied.",,The user wants to know their average LLM latency.,Langy returns a latency figure (ms or seconds) or 'no data'.,true,scenariorun_3GlhZObPdrK2J9X8otsjoUJB2Qx,scenario_3GlhZRj72hOuIm1ln5OknrD8D9y,scenariobatch_a7fa10f1f8d7,default,,,,"[""74f10ee76f947035e1c47df515392736""]"
